trial,phase_distance,phase_0,phase_1,phase_2,phase_3
254,1.8208345175042622,2.2507883846461094e-06,0.7749661806772655,0.5375927537412336,0.8382052599293923
255,2.9608930700809,2.2507908835271524e-06,0.9785600210102885,0.6482697074947753,0.5235748432024431
256,1.9435162845216496,2.2507908835271524e-06,0.5493725299891972,0.7136842699217343,0.7393128688173632
257,2.229503735155871,2.2507908835271524e-06,0.6174450050669879,0.24453163565364802,0.7194369739037174
258,2.5100148350193145,2.2507921329666335e-06,0.3383358705707277,0.27447521842841266,0.40589647550381325
259,2.5655842392405384,2.2507896340869776e-06,0.39536461396844763,0.7740654256860494,0.5590152830124386
260,2.88959077330991,2.2507896340869776e-06,0.9718061370492274,0.07229817567436156,0.8752164377014846
261,2.4771016836694297,2.2507908835271524e-06,0.8623414495508662,0.7993103761209917,0.9231149299893487
262,2.8717241741964235,2.2507908835271524e-06,0.966861770581737,0.26039851455112356,0.28371999414564514
263,2.722488274793332,2.2507908835271524e-06,0.4454317405940166,0.9302972534655553,0.3830961231163641
264,1.4916620881649718,2.2507883846461094e-06,0.4049790269229588,0.25965359107570296,0.9972203926588289
265,1.6339939721854586,2.2507908835271524e-06,0.6190630981048982,0.6576838506711103,0.1872749955688977
266,1.8936779669920976,2.2507908835271524e-06,0.6617617410744308,0.5225844877354936,0.6999350910524105
267,2.817534883050592,2.2507908835271524e-06,0.13968880522245491,0.35311319565187366,0.4417726502196708
268,2.1230146248474604,2.2507908835271524e-06,0.8373002650863872,0.6684021931626489,0.8917070953132628
269,2.827471132542954,2.2507908835271524e-06,0.8770903290066825,0.1717514849220292,0.7806055173154607
270,1.7760589276035148,2.2507896340869776e-06,0.3482192694701289,0.22541412008503803,0.9898684521669135
271,2.7609880607966244,2.2507908835271524e-06,0.3432627235117605,0.8979513216155763,0.3452083110679701
272,3.077265052091477,2.2507883846461094e-06,0.20370656475387536,0.03234797836143345,0.6723832425074058
273,2.0641089859327217,2.2507908835271524e-06,0.7672041668186504,0.24713902374894234,0.014954723783948323
274,2.693504745375435,2.2507908835271524e-06,0.5002886764193464,0.07409571351442377,0.6188465348247436
275,1.5735893813077972,2.2507908835271524e-06,0.4524819153732505,0.23098695217248463,0.9381048454403664
